timestamp,event_count,unique_rules,avg_severity,max_severity,unique_ips,unique_ports,hour,is_night,event_count_rolling_mean,event_count_rolling_std,event_count_zscore,anomaly,anomaly_score,is_anomaly,stat_anomaly
2026-04-25 18:00:00+00:00,210,118,6.261904761904762,15.0,9,1,18,0,210.0,0.0,1.3140101262236106,-1,-0.111204505265594,True,False
2026-04-25 19:00:00+00:00,351,151,6.293447293447294,15.0,9,1,19,0,280.5,99.7020561473032,2.468395441729525,1,0.07204944545044795,False,True
2026-04-25 20:00:00+00:00,332,155,6.698795180722891,15.0,9,1,20,0,297.6666666666667,76.51361534611557,2.3128399736826286,1,0.017947191491553438,False,True
2026-04-25 21:00:00+00:00,363,165,6.537190082644628,15.0,9,1,21,0,314.0,70.49822692805826,2.5666410004959856,1,0.05209452636363088,False,True
2026-04-25 22:00:00+00:00,357,167,6.243697478991597,15.0,9,1,22,0,322.6,64.01015544427305,2.5175182211127556,1,0.05888097525975433,False,True
2026-04-25 23:00:00+00:00,373,173,6.327077747989276,15.0,9,1,23,1,331.0,60.83748844257132,2.6485122994680363,-1,-0.041765388855195096,True,True
2026-04-26 00:00:00+00:00,344,152,6.604651162790698,15.0,9,1,0,1,353.3333333333333,14.431447143882227,2.4110855324490896,-1,-0.01816128540030515,True,True
2026-04-26 01:00:00+00:00,319,151,6.16614420062696,15.0,9,1,1,1,348.0,20.218803129760158,2.206407285018963,-1,-0.04677781161085304,True,True
2026-04-26 02:00:00+00:00,335,162,6.507462686567164,15.0,9,1,2,1,348.5,19.776248380317217,2.337401363374244,1,0.01870031739682998,False,True
2026-04-26 03:00:00+00:00,336,167,6.476190476190476,15.0,9,1,3,1,344.0,18.86796226411317,2.345588493271449,1,0.015160458444122726,False,True
2026-04-26 04:00:00+00:00,333,152,6.273273273273273,15.0,9,1,4,1,340.0,18.088670487351965,2.321027103579834,1,0.007473854087393872,False,True
2026-04-26 05:00:00+00:00,375,186,6.24,15.0,9,1,5,1,340.3333333333333,18.821972974868093,2.6648865592624467,-1,-0.08581092915805955,True,True
2026-04-26 06:00:00+00:00,346,154,6.705202312138728,15.0,9,1,6,0,340.6666666666667,18.917364157478836,2.4274597922434995,1,0.043066291792655864,False,True
2026-04-26 07:00:00+00:00,382,178,6.539267015706806,15.0,9,1,7,0,351.1666666666667,21.75699121355403,2.722196468542882,-1,-0.015253354821338605,True,True
2026-04-26 08:00:00+00:00,340,167,6.4147058823529415,15.0,9,1,8,0,352.0,21.099763031844713,2.3783370128602694,1,0.07011783261064936,False,True
2026-04-26 09:00:00+00:00,353,175,6.490084985835694,15.0,9,1,9,0,354.8333333333333,19.610371405627898,2.484769701523935,1,0.05240032234660985,False,True
2026-04-26 10:00:00+00:00,361,154,6.642659279778393,15.0,9,1,10,0,359.5,16.45296325893917,2.5502667407015758,1,0.0357675751351616,False,True
2026-04-26 11:00:00+00:00,306,146,6.428104575163399,15.0,9,1,11,0,348.0,25.226969695149688,2.099974596355297,-1,-0.0013504698750856914,True,True
2026-04-26 12:00:00+00:00,316,142,6.205696202531645,15.0,9,1,12,0,343.0,28.467525357852935,2.181845895327348,1,0.00033761746877147836,False,True
2026-04-26 13:00:00+00:00,345,159,6.231884057971015,15.0,9,1,13,0,336.8333333333333,21.47944754100221,2.4192726623462946,1,0.063237835151438,False,True
2026-04-26 14:00:00+00:00,349,175,6.4240687679083095,15.0,9,1,14,0,338.3333333333333,22.051454978451332,2.4520211819351148,1,0.059869907100522646,False,True
